brand,model_name,model_id,model_year,bodytype
Hyundai,i30,36_10,2008,Hatchback
Peugeot,2008,69_5,2016,SUV
MINI,Roadster,54_8,2014,Convertible
BMW,1 Series,8_1,2009,Hatchback
SKODA,Citigo,80_1,2015,Hatchback
Renault,Twingo,75_18,2007,Hatchback
BMW,2 Series,8_2,2017,Coupe
Chevrolet,Cruze,16_7,2012,Hatchback
Ford,Ka,29_23,2015,Hatchback
Fiat,Qubo,28_21,2012,MPV
Citroen,C3 Picasso,18_10,2017,MPV
SEAT,Ibiza,79_9,2011,Hatchback
SEAT,Altea,79_2,2012,MPV
Alfa Romeo,Giulietta,4_11,2010,Hatchback
Citroen,Saxo,18_26,2003,Hatchback
Vauxhall,Agila,94_2,2000,Hatchback
Ford,S-Max,29_31,2006,MPV
Hyundai,i40,36_12,2012,Estate
Honda,Jazz,34_11,2015,Hatchback
Jeep,Cherokee,40_1,2007,SUV
SEAT,Toledo,79_12,2017,Hatchback
Mitsubishi,Lancer,62_14,2009,Saloon
BMW,5 Series,8_9,2011,Saloon
Alfa Romeo,159,4_4,2007,Saloon
Ssangyong,Kyron,85_3,2011,SUV
Kia,Cerato,43_3,2006,Hatchback
Mitsubishi,L200,62_13,2014,Pickup
Renault,Clio,75_2,2013,Hatchback
Toyota,Yaris,92_44,2000,Hatchback
Toyota,AYGO,92_6,2007,Hatchback
Audi,A6 Avant,7_11,2015,Estate
Smart,Roadster,84_3,2003,Convertible
Toyota,AYGO,92_6,2015,Hatchback
Kia,Cee'd,43_2,2014,Estate
Volkswagen,Touareg,95_28,2015,SUV
Vauxhall,Grandland X,94_12,2017,SUV
Citroen,C3,18_8,2014,Hatchback
Volvo,S60,96_4,2017,Saloon
Vauxhall,Corsa,94_9,2015,Hatchback
Renault,Grand Espace,75_5,2006,MPV
Suzuki,Alto,87_1,2010,Hatchback
Mitsubishi,Colt,62_3,2013,Hatchback
Opel,Astra,66_1,2003,Hatchback
Volkswagen,Jetta,95_18,2009,Saloon
Renault,Clio,75_2,2006,Hatchback
Volvo,V50,96_9,2009,Estate
Volkswagen,Golf,95_15,2014,Hatchback
Porsche,Panamera,71_11,2013,Hatchback
Mazda,Mazda6,57_13,2016,Saloon
Perodua,Myvi,68_2,2006,Hatchback
Audi,A4,7_5,2009,Saloon
Kia,Cee'd,43_2,2007,Estate
SKODA,Rapid Spaceback,80_7,2013,Hatchback
Jeep,Grand Cherokee,40_4,2015,SUV
Mitsubishi,Outlander,62_16,2003,SUV
Hyundai,S-Coupe,36_19,2006,Coupe
MINI,Roadster,54_8,2013,Convertible
Citroen,DS4,21_3,2013,Hatchback
Mercedes-Benz,C Class,59_12,2016,Estate
Mercedes-Benz,Citan Traveliner,59_14,2013,MPV
Porsche,911,71_4,2012,Coupe
Ford,S-Max,29_31,2010,MPV
Peugeot,207 SW,69_11,2007,Estate
Fiat,500,28_2,2007,Hatchback
Kia,Rio,43_9,2012,Hatchback
Saab,9-3,81_1,2008,Convertible
BMW,Alpina D5 Bi-Turbo,8_23,2012,Saloon
Jeep,Compass,40_3,2014,SUV
Suzuki,Splash,87_9,2009,Hatchback
Porsche,Panamera,71_11,2016,Hatchback
Mercedes-Benz,350,59_6,2003,Convertible
Kia,Picanto,43_7,2011,Hatchback
Mercedes-Benz,S Class,59_29,2017,Saloon
Toyota,Alphard,92_2,2008,MPV
Isuzu,Rodeo,38_3,2008,Pickup
Vauxhall,Antara,94_4,2009,Estate
Mercedes-Benz,C Class,59_12,2017,Estate
Volkswagen,Passat,95_20,2010,Estate
Toyota,Prius+,92_31,2016,Estate
Nissan,Note,64_21,2008,Hatchback
BMW,5 Series Gran Turismo,8_10,2010,Hatchback
Toyota,Corolla Verso,92_12,2009,MPV
SKODA,Octavia,80_5,2003,Hatchback
Toyota,MR2,92_25,2000,Convertible
Nissan,Micra,64_17,2016,Hatchback
Mitsubishi,Shogun,62_18,2000,SUV
Jeep,Cherokee,40_1,2015,SUV
Mercedes-Benz,CLS,59_19,2017,Coupe
Audi,A4 Allroad,7_6,2015,Estate
Land Rover,Range Rover Sport,47_15,2006,SUV
McLaren,650S,58_5,2015,Convertible
Audi,TT,7_46,2007,Coupe
Renault,Twingo,75_18,2016,Hatchback
Chrysler,Crossfire,17_2,2003,Convertible
Peugeot,308 SW,69_20,2016,Estate
SEAT,Altea,79_2,2011,MPV
Mercedes-Benz,GLS Class,59_26,2017,SUV
Suzuki,Splash,87_9,2012,Hatchback
Mitsubishi,Colt,62_3,2011,Hatchback
BMW,Alpina D3 Bi-Turbo,8_21,2011,Saloon
Mitsubishi,Delica,62_6,2007,MPV
Audi,A6 Unspecified,7_11,2013,Estate
Audi,Q7,7_21,2006,SUV
Mazda,Mazda5,57_12,2015,MPV
Hyundai,i20,36_9,2017,Hatchback
Hyundai,Kona,36_17,2017,SUV
Audi,A6 Avant,7_11,2000,Estate
Land Rover,Discovery Sport,47_10,2015,SUV
Audi,A3,8_39,2008,SUV
Nissan,370 Z,64_2,2009,Convertible
Daihatsu,Terios,24_8,2006,SUV
Hyundai,Amica,36_2,2006,Hatchback
Citroen,C4,18_12,2010,Hatchback
Toyota,Prius,92_30,2012,Hatchback
Ford,B-Max,29_1,2012,MPV
BMW,X5,8_39,2018,SUV
Nissan,Note,64_21,2007,Hatchback
Hyundai,i10,36_8,2016,Hatchback
SKODA,Citigo,80_1,2014,Hatchback
Audi,A4 Allroad,7_6,2016,Estate
Toyota,Prius,92_30,2009,Hatchback
Ford,Edge,29_5,2016,SUV
Hyundai,i20,36_9,2009,Hatchback
Ford,Ka,29_23,2012,Hatchback
Jeep,Compass,40_3,2011,SUV
SEAT,Leon,79_10,2007,Hatchback
Ferrari,F12berlinetta,27_16,2013,Coupe
Audi,A1,7_1,2012,Hatchback
Honda,Civic,34_2,2013,Hatchback
Toyota,Yaris,92_44,2010,Hatchback
Mazda,BT-50,57_5,2007,Pickup
Mazda,323,57_1,2003,Hatchback
Nissan,Elgrand,64_8,2008,MPV
Rolls-Royce,Phantom,77_4,2003,Limousine
Citroen,DS4,21_3,2015,Hatchback
Mazda,CX-5,57_7,2012,SUV
BMW,X3,8_37,2016,SUV
Volvo,C30,96_1,2007,Coupe
Mercedes-Benz,CLK,59_18,2007,Convertible
Toyota,Hilux,92_19,2014,nan
Peugeot,107,69_3,2013,Hatchback
Audi,Q5,7_20,2009,SUV
Nissan,Micra C+C,64_18,2006,Convertible
Audi,S4,7_36,2012,Saloon
Fiat,Sedici,28_23,2006,Hatchback
Peugeot,208,69_12,2012,Hatchback
Rolls-Royce,Phantom,77_4,2010,Limousine
Volvo,S40,96_3,2012,Saloon
Hyundai,ix35,36_16,2014,SUV
BMW,5 Series Gran Turismo,8_10,2012,Hatchback
Ford,Focus,29_14,2014,Hatchback
Suzuki,Splash,87_9,2008,Hatchback
Peugeot,2008,69_5,2014,SUV
Bentley,Mulsanne,10_7,2015,Saloon
Honda,CR-Z,34_4,2011,Coupe
Nissan,Leaf,64_16,2017,Hatchback
Jeep,Cherokee,40_1,2016,SUV
Audi,Q3,7_19,2012,SUV
Mercedes-Benz,CLS,59_19,2015,Coupe
Volkswagen,CC,95_12,2013,Saloon
Mazda,CX-5,57_7,2015,SUV
Volvo,V40 Cross Country,96_8,2016,Hatchback
Volkswagen,Beetle,95_3,2014,Convertible
Citroen,C3 Aircross,18_9,2017,SUV
Porsche,718 Cayman,71_3,2016,Coupe
Audi,S6 Avant,7_40,2006,Estate
Hyundai,Santa Fe,36_20,2003,SUV
Peugeot,308,69_18,2008,Hatchback
Volkswagen,up!,95_33,2013,Hatchback
Jeep,Patriot,40_5,2007,SUV
Hyundai,S-Coupe,36_19,2007,Coupe
Mazda,Premacy,57_17,2000,MPV
Mazda,Mazda5,57_12,2008,MPV
Corvette,C7,19_2,2017,Convertible
Citroen,C4 Picasso,18_14,2007,MPV
Peugeot,308,69_18,2013,Hatchback
Porsche,Panamera,71_11,2015,Hatchback
SKODA,Fabia,80_2,2011,Hatchback
Volvo,V60 Cross Country,96_11,2015,Estate
Peugeot,3008,69_13,2012,SUV
Audi,A3 Cabriolet,7_4,2017,Convertible
Audi,Q7,7_21,2007,SUV
Infiniti,FX,37_2,2011,SUV
Chevrolet,Tacuma,16_16,2006,MPV
Chrysler,PT Cruiser,17_7,2006,Hatchback
Renault,Megane,75_12,2010,Hatchback
Audi,Q5,7_20,2010,SUV
BMW,1 Series,8_1,2012,Hatchback
Lamborghini,Gallardo,45_3,2009,Coupe
SKODA,Rapid,80_6,2016,Hatchback
Ford,Focus,29_14,2016,Hatchback
Saab,9-5,81_3,2011,Saloon
Noble,M12,65_1,2003,Coupe
Mazda,Mazda3,57_11,2013,Hatchback
Great Wall,Steed,32_1,2015,Pickup
Fiat,Doblo,28_12,2016,Estate
Nissan,Pulsar,64_32,2016,Hatchback
Audi,TT RS,7_47,2009,Coupe
Toyota,Yaris Verso,92_45,2000,Hatchback
Fiat,500X,28_5,2015,SUV
Ford,Fusion,29_18,2008,Hatchback
Audi,A4 Avant,7_7,2009,Estate
MINI,Coupe,54_5,2013,Coupe
Hyundai,Ioniq,36_14,2017,Hatchback
Vauxhall,Vectra,94_22,2008,Hatchback
Ford,C-Max,29_2,2016,MPV
Toyota,Prius,92_30,2017,Hatchback
BMW,6 Series,8_11,2011,Convertible
Lexus,RX 450h,48_24,2012,SUV
MINI,Unspecified,54_11,2003,Saloon
Toyota,Land Cruiser,92_21,2017,SUV
Ford,Grand Tourneo Connect,29_21,2014,MPV
Ford,Mondeo,29_27,2010,Hatchback
